make,model,season,mean_price_make_model_season
Nissan,Frontier,Sommer,15620.785388127853
Nissan,Frontier,Winter,12005.661881977672
Nissan,GT-R,Fruehling,75912.5
Nissan,GT-R,Sommer,70816.66666666667
Nissan,GT-R,Winter,72885.48387096774
Nissan,Juke,Fruehling,15104.6875
Nissan,Juke,Sommer,14532.051282051281
Nissan,Juke,Winter,15043.141592920354
Nissan,Leaf,Fruehling,9810.766961651918
Nissan,Leaf,Sommer,9274.910394265233
Nissan,Leaf,Winter,11595.285714285714
Nissan,Maxima,Fruehling,13407.844167408726
Nissan,Maxima,Sommer,13546.098294884654
Nissan,Maxima,Winter,12502.66222479722
Nissan,Murano,Fruehling,12850.961620469083
Nissan,Murano,Sommer,12558.362445414847
Nissan,Murano,Winter,12555.946530872056
Nissan,Murano CrossCabriolet,Fruehling,20975.0
Nissan,Murano CrossCabriolet,Sommer,31200.0
Nissan,Murano CrossCabriolet,Winter,26441.666666666668
Nissan,NV,Fruehling,13666.666666666666
Nissan,NV,Sommer,14850.0
Nissan,NV,Winter,15600.0
Nissan,NV Cargo,Fruehling,20900.0
Nissan,NV Cargo,Sommer,19160.0
Nissan,NV Cargo,Winter,21433.823529411766
Nissan,NV Passenger,Sommer,29000.0
Nissan,NV Passenger,Winter,16950.0
Nissan,NV200,Fruehling,17100.0
Nissan,NV200,Sommer,16487.5
Nissan,NV200,Winter,16160.0
Nissan,Pathfinder,Fruehling,14692.64308681672
Nissan,Pathfinder,Sommer,16134.624260355029
Nissan,Pathfinder,Winter,13753.434656340754
Nissan,Quest,Fruehling,10957.911392405063
Nissan,Quest,Sommer,11706.185567010309
Nissan,Quest,Winter,8846.841688654353
Nissan,Rogue,Fruehling,13892.485971943888
Nissan,Rogue,Sommer,13826.632216014897
Nissan,Rogue,Winter,13545.706103286386
Nissan,Rogue Select,Fruehling,14840.625
Nissan,Rogue Select,Sommer,15555.0
Nissan,Rogue Select,Winter,15058.823529411764
Nissan,Sentra,Fruehling,9355.115342763875
Nissan,Sentra,Sommer,9139.318442153493
Nissan,Sentra,Winter,8316.41975308642
Nissan,Titan,Fruehling,14256.578947368422
Nissan,Titan,Sommer,15951.978417266188
Nissan,Titan,Winter,12176.109936575052
Nissan,Truck,Fruehling,1250.0
Nissan,Truck,Sommer,900.0
Nissan,Truck,Winter,1291.6666666666667
Nissan,Versa,Fruehling,8069.815195071868
Nissan,Versa,Sommer,7507.825991189427
Nissan,Versa,Winter,7522.571428571428
Nissan,Versa Note,Fruehling,10152.475247524753
Nissan,Versa Note,Sommer,9665.104166666666
Nissan,Versa Note,Winter,10529.787037037036
Nissan,Xterra,Fruehling,9690.745856353591
Nissan,Xterra,Sommer,10138.729323308271
Nissan,Xterra,Winter,8319.727858293076
Oldsmobile,Achieva,Fruehling,500.0
Oldsmobile,Alero,Fruehling,763.2352941176471
Oldsmobile,Alero,Sommer,862.5
Oldsmobile,Alero,Winter,1002.8947368421053
Oldsmobile,Aurora,Fruehling,850.0
Oldsmobile,Aurora,Sommer,616.6666666666666
Oldsmobile,Aurora,Winter,1232.5
Oldsmobile,Bravada,Fruehling,1383.3333333333333
Oldsmobile,Bravada,Sommer,1312.5
Oldsmobile,Bravada,Winter,1219.8529411764705
Oldsmobile,Cutlass,Fruehling,1000.0
Oldsmobile,Cutlass,Sommer,675.0
Oldsmobile,Cutlass,Winter,485.7142857142857
Oldsmobile,Cutlass Ciera,Fruehling,343.75
Oldsmobile,Cutlass Ciera,Sommer,375.0
Oldsmobile,Cutlass Ciera,Winter,300.0
Oldsmobile,Cutlass Supreme,Fruehling,450.0
Oldsmobile,Cutlass Supreme,Sommer,441.6666666666667
Oldsmobile,Cutlass Supreme,Winter,350.0
Oldsmobile,Eighty-Eight,Fruehling,575.0
Oldsmobile,Eighty-Eight,Sommer,825.0
Oldsmobile,Eighty-Eight,Winter,937.5
Oldsmobile,Eighty-Eight Royale,Fruehling,250.0
Oldsmobile,Eighty-Eight Royale,Winter,525.0
Oldsmobile,Intrigue,Fruehling,860.7142857142857
Oldsmobile,Intrigue,Sommer,1365.0
Oldsmobile,Intrigue,Winter,817.1052631578947
Oldsmobile,Regency,Winter,300.0
Oldsmobile,Silhouette,Fruehling,1258.3333333333333
Oldsmobile,Silhouette,Sommer,637.5
Oldsmobile,Silhouette,Winter,1065.8333333333333
Plymouth,Breeze,Winter,575.0
Plymouth,Neon,Fruehling,400.0
Plymouth,Neon,Winter,470.0
Plymouth,Prowler,Fruehling,16050.0
Plymouth,Prowler,Sommer,25050.0
Plymouth,Prowler,Winter,19737.5
Pontiac,Aztek,Fruehling,4000.0
Pontiac,Aztek,Winter,786.3636363636364
Pontiac,Bonneville,Fruehling,1502.7777777777778
Pontiac,Bonneville,Sommer,1635.7142857142858
Pontiac,Bonneville,Winter,1538.9175257731958
Pontiac,Firebird,Fruehling,6215.384615384615
Pontiac,Firebird,Sommer,4733.333333333333
Pontiac,Firebird,Winter,2648.6486486486488
Pontiac,G3,Fruehling,4416.666666666667
Pontiac,G3,Sommer,4325.0
Pontiac,G3,Winter,4525.0
Pontiac,G5,Fruehling,3068.0
Pontiac,G5,Sommer,3466.6666666666665
Pontiac,G5,Winter,3641.9540229885056
Pontiac,G6,Fruehling,4381.8561872909695
Pontiac,G6,Sommer,4209.466019417476
Pontiac,G6,Winter,4576.011680143755
Pontiac,G8,Fruehling,13584.21052631579
Pontiac,G8,Sommer,13981.25
Pontiac,G8,Winter,11608.620689655172
Pontiac,GTO,Fruehling,11400.0
Pontiac,GTO,Sommer,12345.0
Pontiac,GTO,Winter,8588.461538461539
Pontiac,Grand Am,Fruehling,1269.1176470588234
Pontiac,Grand Am,Sommer,1088.5714285714287
Pontiac,Grand Am,Winter,1241.8810289389069
Pontiac,Grand Prix,Fruehling,2444.705882352941
Pontiac,Grand Prix,Sommer,2660.294117647059
Pontiac,Grand Prix,Winter,2585.206896551724
Pontiac,Montana,Fruehling,1513.6363636363637
Pontiac,Montana,Sommer,1703.125
Pontiac,Montana,Winter,1650.9433962264152
Pontiac,Montana SV6,Sommer,2800.0
Pontiac,Montana SV6,Winter,3016.6666666666665
Pontiac,Solstice,Fruehling,7038.0952380952385
Pontiac,Solstice,Sommer,6481.25
Pontiac,Solstice,Winter,6850.0
Pontiac,Sunfire,Fruehling,810.9375
Pontiac,Sunfire,Sommer,787.5
Pontiac,Sunfire,Winter,1077.7027027027027
Pontiac,Torrent,Fruehling,4844.33962264151
Pontiac,Torrent,Sommer,4980.30303030303
Pontiac,Torrent,Winter,4729.245283018868
Pontiac,Vibe,Fruehling,4156.578947368421
Pontiac,Vibe,Sommer,5080.0
Pontiac,Vibe,Winter,4173.381294964029
Porsche,911,Fruehling,71443.10344827586
Porsche,911,Sommer,71311.42857142857
Porsche,911,Winter,64555.42168674699
Porsche,Boxster,Fruehling,15521.42857142857
Porsche,Boxster,Sommer,28602.903846153848
Porsche,Boxster,Winter,20518.61313868613
Porsche,Cayenne,Fruehling,26901.26582278481
Porsche,Cayenne,Sommer,35175.44642857143
Porsche,Cayenne,Winter,25631.768953068593
Porsche,Cayman,Fruehling,42691.666666666664
Porsche,Cayman,Sommer,35413.333333333336
Porsche,Cayman,Winter,30618.42105263158
Porsche,Cayman S,Sommer,29700.0
Porsche,Cayman S,Winter,22200.0
Porsche,Macan,Fruehling,76000.0
Porsche,Macan,Sommer,57000.0
Porsche,Macan,Winter,55000.0
Porsche,Panamera,Fruehling,54939.393939393936
Porsche,Panamera,Sommer,55028.16901408451
Porsche,Panamera,Winter,55967.54385964912
Ram,1500,Fruehling,23731.666666666668
Ram,1500,Sommer,23687.75684931507
Ram,1500,Winter,22090.639507620162
Ram,2500,Fruehling,32128.007518796992
Ram,2500,Sommer,33665.48387096774
Ram,2500,Winter,33359.70425138632
Ram,3500,Fruehling,32761.627906976744
Ram,3500,Sommer,34809.782608695656
Ram,3500,Winter,35175.886524822694
Ram,C/V Cargo Van,Fruehling,7050.0
Ram,C/V Cargo Van,Sommer,6670.833333333333
Ram,C/V Cargo Van,Winter,7565.625
Ram,C/V Tradesman,Fruehling,7180.0
Ram,C/V Tradesman,Sommer,7806.666666666667
Ram,C/V Tradesman,Winter,11450.0
Ram,CV Tradesman,Fruehling,14550.0
Ram,CV Tradesman,Winter,16475.0
Ram,Dakota,Fruehling,10475.0
Ram,Dakota,Sommer,12775.0
Ram,Dakota,Winter,12383.333333333334
Ram,Promaster Cargo Van,Fruehling,23857.14285714286
Ram,Promaster Cargo Van,Sommer,23057.14285714286
Ram,Promaster Cargo Van,Winter,22695.714285714286
Rolls-Royce,Ghost,Fruehling,148750.0
Rolls-Royce,Ghost,Sommer,157416.66666666666
Rolls-Royce,Ghost,Winter,152828.57142857142
Saab,9-2X,Sommer,3833.3333333333335
Saab,9-2X,Winter,4085.714285714286
Saab,9-3,Fruehling,2791.0
Saab,9-3,Sommer,3788.8888888888887
Saab,9-3,Winter,3419.351464435146
Saab,9-5,Fruehling,2932.1428571428573
Saab,9-5,Sommer,6725.0
Saab,9-5,Winter,3119.6428571428573
Saab,9-7X,Fruehling,4455.0
Saab,9-7X,Sommer,5062.5
Saab,9-7X,Winter,5018.181818181818
Saturn,Astra,Fruehling,4010.0
Saturn,Astra,Sommer,3315.0
Saturn,Astra,Winter,3945.3125
Saturn,Aura,Fruehling,4499.444444444444
Saturn,Aura,Sommer,4525.4098360655735
Saturn,Aura,Winter,4613.552188552188
Saturn,Aura Hybrid,Winter,3600.0
Saturn,ION,Fruehling,2068.0
Saturn,ION,Sommer,1957.142857142857
Saturn,ION,Winter,2052.0569620253164
Saturn,L-Series,Fruehling,988.5714285714286
Saturn,L-Series,Sommer,1020.3125
Saturn,L-Series,Winter,1234.659090909091
Saturn,L300,Fruehling,1380.0
Saturn,L300,Sommer,600.0
Saturn,L300,Winter,2073.809523809524
Saturn,Outlook,Fruehling,7379.411764705882
Saturn,Outlook,Sommer,6882.4324324324325
Saturn,Outlook,Winter,7859.625668449198
Saturn,Relay,Fruehling,2023.076923076923
Saturn,Relay,Sommer,1842.857142857143
Saturn,Relay,Winter,2420.0
Saturn,S-Series,Fruehling,793.2692307692307
Saturn,S-Series,Sommer,677.34375
Saturn,S-Series,Winter,759.437751004016
Saturn,Sky,Fruehling,9040.90909090909
Saturn,Sky,Sommer,7490.909090909091
Saturn,Sky,Winter,8619.23076923077
Saturn,VUE,Fruehling,3324.8275862068967
Saturn,VUE,Sommer,3609.5454545454545
Saturn,VUE,Winter,3408.7434094903338
Saturn,VUE Hybrid,Fruehling,7150.0
Saturn,VUE Hybrid,Winter,6310.0
Scion,FR-S,Fruehling,18025.0
Scion,FR-S,Sommer,18611.53846153846
Scion,FR-S,Winter,17903.703703703704
Scion,iQ,Fruehling,9034.782608695652
Scion,iQ,Sommer,8420.0
Scion,iQ,Winter,9148.305084745763
Scion,tC,Fruehling,9656.140350877193
Scion,tC,Sommer,9589.097744360903
Scion,tC,Winter,9106.004901960785
Scion,xA,Fruehling,2483.3333333333335
Scion,xA,Sommer,3480.0
Scion,xA,Winter,2778.125
Scion,xB,Fruehling,8573.529411764706
Scion,xB,Sommer,7948.863636363636
Scion,xB,Winter,7785.153583617747
Scion,xD,Fruehling,9219.444444444445
Scion,xD,Sommer,8779.268292682927
Scion,xD,Winter,9507.978723404256
Subaru,B9 Tribeca,Fruehling,6484.615384615385
Subaru,B9 Tribeca,Sommer,4662.5
Subaru,B9 Tribeca,Winter,6427.586206896552
Subaru,BRZ,Fruehling,20116.666666666668
Subaru,BRZ,Sommer,19800.0
Subaru,BRZ,Winter,19576.5625
Subaru,Baja,Fruehling,5885.0
Subaru,Baja,Sommer,4741.666666666667
Subaru,Baja,Winter,7480.7692307692305
Subaru,Forester,Fruehling,16153.535353535353
Subaru,Forester,Sommer,19439.516129032258
Subaru,Forester,Winter,16779.68460111317
Subaru,Impreza,Fruehling,12237.5
Subaru,Impreza,Sommer,14590.873015873016
Subaru,Impreza,Winter,13413.26050420168
Subaru,Impreza WRX,Fruehling,25855.555555555555
Subaru,Impreza WRX,Sommer,24165.217391304348
Subaru,Impreza WRX,Winter,26717.69230769231
Subaru,Legacy,Fruehling,12618.221238938053
Subaru,Legacy,Sommer,13257.894736842105
Subaru,Legacy,Winter,13174.093959731543
Subaru,Outback,Fruehling,13553.623188405798
Subaru,Outback,Sommer,17629.72440944882
Subaru,Outback,Winter,16074.301643192488
Subaru,Tribeca,Fruehling,12565.0
Subaru,Tribeca,Sommer,17025.0
Subaru,Tribeca,Winter,15135.0
Subaru,WRX,Fruehling,30050.0
Subaru,WRX,Sommer,29861.904761904763
Subaru,WRX,Winter,29550.0
Subaru,XV Crosstrek,Fruehling,20550.0
Subaru,XV Crosstrek,Sommer,20625.0
Subaru,XV Crosstrek,Winter,21196.410256410258
Suzuki,Aerio,Fruehling,2050.0
Suzuki,Aerio,Sommer,1600.0
Suzuki,Aerio,Winter,1200.0
Suzuki,Equator,Winter,14850.0
Suzuki,Esteem,Sommer,400.0
Suzuki,Esteem,Winter,650.0
Suzuki,Forenza,Fruehling,1318.75
Suzuki,Forenza,Sommer,1411.2903225806451
Suzuki,Forenza,Winter,1599.53125
Suzuki,Grand Vitara,Fruehling,5735.4838709677415
Suzuki,Grand Vitara,Sommer,5712.5
Suzuki,Grand Vitara,Winter,5693.897637795276
Suzuki,Kizashi,Fruehling,8657.142857142857
Suzuki,Kizashi,Sommer,7175.0
Suzuki,Kizashi,Winter,8862.5
Suzuki,Reno,Fruehling,1800.0
Suzuki,Reno,Sommer,1450.0
Suzuki,Reno,Winter,1700.0
Suzuki,SX4,Fruehling,5319.354838709677
Suzuki,SX4,Sommer,5070.212765957447
Suzuki,SX4,Winter,5084.469696969697
Suzuki,Sidekick,Fruehling,1000.0
Suzuki,Verona,Fruehling,2050.0
Suzuki,Verona,Sommer,1700.0
Suzuki,Verona,Winter,1738.3333333333333
Suzuki,Vitara,Fruehling,2600.0
Suzuki,Vitara,Winter,1016.6666666666666
Suzuki,XL-7,Fruehling,1331.8181818181818
Suzuki,XL-7,Sommer,1650.0
Suzuki,XL-7,Winter,2281.122448979592
Suzuki,XL7,Fruehling,4321.153846153846
Suzuki,XL7,Sommer,4471.739130434783
Suzuki,XL7,Winter,4666.888888888889
Tesla,Model S,Fruehling,61208.333333333336
Tesla,Model S,Sommer,62406.25
Tesla,Model S,Winter,75083.33333333333
Toyota,4Runner,Fruehling,15413.194444444445
Toyota,4Runner,Sommer,18405.20297029703
Toyota,4Runner,Winter,14903.570881226053
Toyota,Avalon,Fruehling,11377.047619047618
Toyota,Avalon,Sommer,12155.650273224044
Toyota,Avalon,Winter,10100.2765625
Toyota,Avalon Hybrid,Fruehling,23900.0
Toyota,Avalon Hybrid,Sommer,23826.923076923078
Toyota,Avalon Hybrid,Winter,27389.285714285714
Toyota,Camry,Fruehling,11482.234010152284
Toyota,Camry,Sommer,11769.682546374368
Toyota,Camry,Winter,11214.011558156548
Toyota,Camry Hybrid,Fruehling,12862.077777777778
Toyota,Camry Hybrid,Sommer,14076.966292134832
Toyota,Camry Hybrid,Winter,13981.0
Toyota,Camry Solara,Fruehling,4994.262295081967
Toyota,Camry Solara,Sommer,4947.368421052632
Toyota,Camry Solara,Winter,4765.570175438596
Toyota,Celica,Fruehling,1878.5714285714287
Toyota,Celica,Sommer,2465.0
Toyota,Celica,Winter,2292.622950819672
Toyota,Corolla,Fruehling,9755.215517241379
Toyota,Corolla,Sommer,9521.174012158055
Toyota,Corolla,Winter,9302.256054549729
Toyota,ECHO,Fruehling,2750.0
Toyota,ECHO,Sommer,1375.0
Toyota,ECHO,Winter,2161.1111111111113
Toyota,FJ Cruiser,Fruehling,19588.28125
Toyota,FJ Cruiser,Sommer,21333.59375
Toyota,FJ Cruiser,Winter,18265.16393442623
Toyota,Highlander,Fruehling,15983.803738317756
Toyota,Highlander,Sommer,16927.30592105263
Toyota,Highlander,Winter,14980.366095581605
Toyota,Highlander Hybrid,Fruehling,11712.90322580645
Toyota,Highlander Hybrid,Sommer,13548.076923076924
Toyota,Highlander Hybrid,Winter,13584.929078014184
Toyota,Land Cruiser,Fruehling,16035.714285714286
Toyota,Land Cruiser,Sommer,24165.0
Toyota,Land Cruiser,Winter,21779.80769230769
Toyota,MR2 Spyder,Fruehling,4300.0
Toyota,MR2 Spyder,Sommer,3733.3333333333335
Toyota,MR2 Spyder,Winter,3037.5
Toyota,Matrix,Fruehling,5556.25
Toyota,Matrix,Sommer,5180.7692307692305
Toyota,Matrix,Winter,5603.571428571428
Toyota,Paseo,Fruehling,150.0
Toyota,Pickup,Winter,1614.2857142857142
Toyota,Prius,Fruehling,10175.705056179775
Toyota,Prius,Sommer,10039.068047337278
Toyota,Prius,Winter,10107.87795992714
Toyota,Prius Plug-in,Fruehling,16310.0
Toyota,Prius Plug-in,Sommer,16573.076923076922
Toyota,Prius Plug-in,Winter,17200.0
Toyota,Prius c,Fruehling,13002.5
Toyota,Prius c,Sommer,12407.142857142857
Toyota,Prius c,Winter,12898.529411764706
Toyota,Prius v,Fruehling,16613.333333333332
Toyota,Prius v,Sommer,15745.238095238095
Toyota,Prius v,Winter,17496.875
Toyota,RAV4,Fruehling,14764.38961038961
Toyota,RAV4,Sommer,14731.225806451614
Toyota,RAV4,Winter,14104.808149405773
Toyota,Sequoia,Fruehling,19127.97619047619
Toyota,Sequoia,Sommer,22273.333333333332
Toyota,Sequoia,Winter,14618.7306501548
Toyota,Sienna,Fruehling,14947.092369477912
Toyota,Sienna,Sommer,14864.417661097852
Toyota,Sienna,Winter,12598.242003621002
Toyota,T100,Fruehling,1725.0
Toyota,T100,Sommer,2550.0
Toyota,Tacoma,Fruehling,21107.317073170732
Toyota,Tacoma,Sommer,22383.193965517243
Toyota,Tacoma,Winter,20798.694029850747
Toyota,Tercel,Fruehling,750.0
Toyota,Tercel,Winter,547.0588235294117
Toyota,Tundra,Fruehling,21216.58653846154
Toyota,Tundra,Sommer,23466.745535714286
Toyota,Tundra,Winter,20134.80528511822
Toyota,Venza,Fruehling,16446.71052631579
Toyota,Venza,Sommer,17114.87837837838
Toyota,Venza,Winter,16461.77981651376
Toyota,Yaris,Fruehling,7673.3644859813085
Toyota,Yaris,Sommer,7371.6809523809525
Toyota,Yaris,Winter,7577.278858625162
Volkswagen,Beetle,Fruehling,12314.285714285714
Volkswagen,Beetle,Sommer,12886.538461538461
Volkswagen,Beetle,Winter,12740.371621621622
Volkswagen,Beetle Convertible,Fruehling,18383.333333333332
Volkswagen,Beetle Convertible,Sommer,18364.285714285714
Volkswagen,Beetle Convertible,Winter,17822.058823529413
Volkswagen,CC,Fruehling,13946.067415730337
Volkswagen,CC,Sommer,14467.013888888889
Volkswagen,CC,Winter,12984.148571428572
Volkswagen,Cabrio,Fruehling,1458.3333333333333
Volkswagen,Cabrio,Sommer,1666.6666666666667
Volkswagen,Cabrio,Winter,1200.0
Volkswagen,Eos,Fruehling,10766.666666666666
Volkswagen,Eos,Sommer,12469.047619047618
Volkswagen,Eos,Winter,11526.106194690265
Volkswagen,EuroVan,Sommer,2000.0
Volkswagen,EuroVan,Winter,3100.0
Volkswagen,GLI,Fruehling,10868.75
Volkswagen,GLI,Sommer,12692.307692307691
Volkswagen,GLI,Winter,12394.285714285714
Volkswagen,GTI,Fruehling,9359.420289855072
Volkswagen,GTI,Sommer,11058.196721311475
Volkswagen,GTI,Winter,10417.953667953669
Volkswagen,Golf,Fruehling,8207.843137254902
Volkswagen,Golf,Sommer,8693.442622950819
Volkswagen,Golf,Winter,9483.742331288344
Volkswagen,Golf GTI,Fruehling,22250.0
Volkswagen,Golf GTI,Sommer,19990.0
Volkswagen,Golf GTI,Winter,22725.0
Volkswagen,Golf R,Fruehling,25650.0
Volkswagen,Golf R,Sommer,25437.5
Volkswagen,Golf R,Winter,25770.0
Volkswagen,Jetta,Fruehling,7908.160442600277
Volkswagen,Jetta,Sommer,7931.094955489614
Volkswagen,Jetta,Winter,7540.951838235294
Volkswagen,Jetta GLI,Fruehling,18250.0
Volkswagen,Jetta GLI,Sommer,18175.0
Volkswagen,Jetta GLI,Winter,18146.296296296296
Volkswagen,Jetta Hybrid,Fruehling,14550.0
Volkswagen,Jetta Hybrid,Sommer,15550.0
Volkswagen,Jetta Hybrid,Winter,15879.166666666666
Volkswagen,Jetta SportWagen,Fruehling,13937.5
Volkswagen,Jetta SportWagen,Sommer,13742.045454545454
Volkswagen,Jetta SportWagen,Winter,13556.701030927836
Volkswagen,New Beetle,Fruehling,3697.4137931034484
Volkswagen,New Beetle,Sommer,3538.095238095238
Volkswagen,New Beetle,Winter,3496.090909090909
Volkswagen,Passat,Fruehling,9138.447311827957
Volkswagen,Passat,Sommer,10996.166666666666
Volkswagen,Passat,Winter,9068.159535129424
Volkswagen,Phaeton,Fruehling,5800.0
Volkswagen,Phaeton,Sommer,6650.0
Volkswagen,Phaeton,Winter,6850.0
Volkswagen,R32,Fruehling,11000.0
Volkswagen,R32,Sommer,11950.0
Volkswagen,R32,Winter,10287.5
Volkswagen,Rabbit,Fruehling,3872.222222222222
Volkswagen,Rabbit,Sommer,4478.571428571428
Volkswagen,Rabbit,Winter,4807.894736842105
Volkswagen,Routan,Fruehling,9615.78947368421
Volkswagen,Routan,Sommer,9454.545454545454
Volkswagen,Routan,Winter,9761.832061068702
Volkswagen,Tiguan,Fruehling,13234.666666666666
Volkswagen,Tiguan,Sommer,14158.05357142857
Volkswagen,Tiguan,Winter,14319.965870307167
Volkswagen,Touareg,Fruehling,15480.76923076923
Volkswagen,Touareg,Sommer,15505.434782608696
Volkswagen,Touareg,Winter,12160.552763819096
Volkswagen,Touareg 2,Fruehling,10937.5
Volkswagen,Touareg 2,Sommer,11840.0
Volkswagen,Touareg 2,Winter,10317.64705882353
Volvo,850,Fruehling,440.0
Volvo,850,Sommer,400.0
Volvo,850,Winter,475.0
Volvo,940,Sommer,700.0
Volvo,940,Winter,700.0
Volvo,960,Fruehling,375.0
Volvo,960,Winter,520.0
Volvo,C30,Fruehling,10150.0
Volvo,C30,Sommer,10650.0
Volvo,C30,Winter,12189.130434782608
Volvo,C70,Fruehling,11733.620689655172
Volvo,C70,Sommer,14381.047619047618
Volvo,C70,Winter,9967.333333333334
Volvo,S40,Fruehling,3958.846153846154
Volvo,S40,Sommer,3560.964912280702
Volvo,S40,Winter,3684.4897959183672
Volvo,S60,Fruehling,14525.0
Volvo,S60,Sommer,13910.46875
Volvo,S60,Winter,11997.357019064124
Volvo,S70,Fruehling,744.4444444444445
Volvo,S70,Sommer,893.75
Volvo,S70,Winter,754.4117647058823
Volvo,S80,Fruehling,5013.04347826087
Volvo,S80,Sommer,7283.064516129032
Volvo,S80,Winter,5197.413793103448
Volvo,S90,Fruehling,1700.0
Volvo,S90,Sommer,900.0
Volvo,S90,Winter,430.0
Volvo,V40,Fruehling,1100.0
Volvo,V40,Sommer,1166.6666666666667
Volvo,V40,Winter,1960.7142857142858
Volvo,V50,Fruehling,6450.0
Volvo,V50,Sommer,4400.0
Volvo,V50,Winter,6384.482758620689
Volvo,V60,Fruehling,25910.869565217392
Volvo,V60,Sommer,23596.428571428572
Volvo,V60,Winter,28713.88888888889
Volvo,V70,Fruehling,1676.7857142857142
Volvo,V70,Sommer,1608.8235294117646
Volvo,V70,Winter,2089.4736842105262
Volvo,XC,Fruehling,1633.3333333333333
Volvo,XC,Sommer,1100.0
Volvo,XC,Winter,1970.5882352941176
Volvo,XC60,Fruehling,25093.42105263158
Volvo,XC60,Sommer,25367.777777777777
Volvo,XC60,Winter,23386.38613861386
Volvo,XC70,Fruehling,15265.625
Volvo,XC70,Sommer,17275.0
Volvo,XC70,Winter,13248.295454545454
Volvo,XC90,Fruehling,8028.7037037037035
Volvo,XC90,Sommer,10721.91011235955
Volvo,XC90,Winter,8457.051282051281
smart,fortwo,Fruehling,6042.465753424657
smart,fortwo,Sommer,5863.953488372093
smart,fortwo,Winter,6841.319444444444
