make,model,season,mean_price_make_model_season
Acura,CL,Fruehling,1637.5
Acura,CL,Sommer,1458.8235294117646
Acura,CL,Winter,2093.8596491228072
Acura,ILX,Fruehling,19136.363636363636
Acura,ILX,Sommer,18281.81818181818
Acura,ILX,Winter,19056.666666666668
Acura,Integra,Fruehling,1333.3333333333333
Acura,Integra,Sommer,791.6666666666666
Acura,Integra,Winter,1187.037037037037
Acura,Legend,Fruehling,537.5
Acura,Legend,Sommer,300.0
Acura,Legend,Winter,666.6666666666666
Acura,MDX,Fruehling,14298.058252427185
Acura,MDX,Sommer,17057.772020725388
Acura,MDX,Winter,15592.861205915813
Acura,RDX,Fruehling,17900.0
Acura,RDX,Sommer,17965.573770491803
Acura,RDX,Winter,18593.31683168317
Acura,RL,Fruehling,5842.307692307692
Acura,RL,Sommer,3985.714285714286
Acura,RL,Winter,5020.220588235294
Acura,RLX,Fruehling,32500.0
Acura,RLX,Sommer,24425.0
Acura,RLX,Winter,31565.0
Acura,RSX,Fruehling,5967.5
Acura,RSX,Sommer,4210.0
Acura,RSX,Winter,4258.0
Acura,TL,Fruehling,10141.143911439114
Acura,TL,Sommer,10380.786026200873
Acura,TL,Winter,11034.070247933885
Acura,TLX,Sommer,26200.0
Acura,TSX,Fruehling,12623.660714285714
Acura,TSX,Sommer,11689.903846153846
Acura,TSX,Winter,14179.741379310344
Acura,TSX Sport Wagon,Fruehling,21750.0
Acura,TSX Sport Wagon,Sommer,17907.14285714286
Acura,TSX Sport Wagon,Winter,18535.0
Acura,ZDX,Fruehling,26816.666666666668
Acura,ZDX,Sommer,24690.0
Acura,ZDX,Winter,26714.285714285714
Acura,mdx,Fruehling,23000.0
Aston Martin,DB9,Fruehling,51000.0
Aston Martin,DB9,Winter,51200.0
Aston Martin,Rapide,Winter,98750.0
Aston Martin,V8 Vantage,Fruehling,47250.0
Aston Martin,V8 Vantage,Sommer,55714.28571428572
Aston Martin,V8 Vantage,Winter,49000.0
Audi,A3,Fruehling,15990.322580645161
Audi,A3,Sommer,15783.783783783783
Audi,A3,Winter,15297.03947368421
Audi,A4,Fruehling,12011.893203883496
Audi,A4,Sommer,13848.684210526315
Audi,A4,Winter,11917.9067077872
Audi,A5,Fruehling,23977.380952380954
Audi,A5,Sommer,25516.417910447763
Audi,A5,Winter,24889.432989690722
Audi,A6,Fruehling,14625.438596491229
Audi,A6,Sommer,21498.046875
Audi,A6,Winter,16897.584269662922
Audi,A7,Fruehling,41852.94117647059
Audi,A7,Sommer,42777.77777777778
Audi,A7,Winter,42374.137931034486
Audi,A8,Fruehling,27051.315789473683
Audi,A8,Sommer,34385.10638297872
Audi,A8,Winter,25713.39285714286
Audi,Q3,Sommer,30400.0
Audi,Q5,Fruehling,27492.753623188404
Audi,Q5,Sommer,27448.71794871795
Audi,Q5,Winter,26830.58035714286
Audi,Q7,Fruehling,24395.070422535213
Audi,Q7,Sommer,30932.317073170732
Audi,Q7,Winter,25889.42731277533
Audi,R8,Fruehling,103625.0
Audi,R8,Sommer,89975.0
Audi,R8,Winter,90184.21052631579
Audi,RS 4,Sommer,27600.0
Audi,RS 4,Winter,23000.0
Audi,RS 5,Fruehling,53000.0
Audi,RS 5,Sommer,57500.0
Audi,RS 5,Winter,58464.28571428572
Audi,RS 6,Fruehling,14750.0
Audi,RS 6,Sommer,13866.666666666666
Audi,RS 6,Winter,11700.0
Audi,RS 7,Sommer,101600.0
Audi,RS 7,Winter,102600.0
Audi,S4,Fruehling,26340.384615384617
Audi,S4,Sommer,24701.5625
Audi,S4,Winter,20971.36752136752
Audi,S5,Fruehling,29888.235294117647
Audi,S5,Sommer,32006.451612903227
Audi,S5,Winter,33675.97402597403
Audi,S6,Fruehling,54600.0
Audi,S6,Sommer,30250.0
Audi,S6,Winter,18230.76923076923
Audi,S7,Sommer,67233.33333333333
Audi,S7,Winter,68387.5
Audi,S8,Fruehling,69500.0
Audi,S8,Sommer,84100.0
Audi,S8,Winter,38350.0
Audi,SQ5,Fruehling,50000.0
Audi,SQ5,Sommer,46900.0
Audi,SQ5,Winter,47500.0
Audi,TT,Fruehling,8846.551724137931
Audi,TT,Sommer,10850.0
Audi,TT,Winter,8899.358974358975
Audi,TT RS,Fruehling,47400.0
Audi,TT RS,Sommer,44500.0
Audi,TT RS,Winter,42500.0
Audi,TTS,Fruehling,36700.0
Audi,TTS,Sommer,22000.0
Audi,TTS,Winter,38783.333333333336
Audi,allroad,Fruehling,31300.0
Audi,allroad,Sommer,30958.333333333332
Audi,allroad,Winter,34000.0
Audi,allroad quattro,Fruehling,2000.0
Audi,allroad quattro,Sommer,550.0
Audi,allroad quattro,Winter,2948.2758620689656
BMW,1 Series,Fruehling,20530.303030303032
BMW,1 Series,Sommer,18268.89534883721
BMW,1 Series,Winter,19231.542056074766
BMW,2 Series,Fruehling,40000.0
BMW,2 Series,Sommer,38991.666666666664
BMW,2 Series,Winter,37680.769230769234
BMW,3 Series,Fruehling,15560.641461342397
BMW,3 Series,Sommer,19097.22695584818
BMW,3 Series,Winter,16541.47083246834
BMW,3 Series Gran Turismo,Fruehling,39016.666666666664
BMW,3 Series Gran Turismo,Sommer,40593.10344827586
BMW,3 Series Gran Turismo,Winter,37848.61111111111
BMW,4 Series,Fruehling,43142.10526315789
BMW,4 Series,Sommer,45293.45238095238
BMW,4 Series,Winter,41044.41340782123
BMW,4 Series Gran Coupe,Sommer,44233.333333333336
BMW,5 Series,Fruehling,20011.497326203207
BMW,5 Series,Sommer,24089.865871833084
BMW,5 Series,Winter,20376.981576692375
BMW,5 Series Gran Turismo,Fruehling,31986.363636363636
BMW,5 Series Gran Turismo,Sommer,33799.32432432433
BMW,5 Series Gran Turismo,Winter,37568.63636363636
BMW,6 Series,Fruehling,30325.8064516129
BMW,6 Series,Sommer,34368.87755102041
BMW,6 Series,Winter,34211.57289002558
BMW,6 Series Gran Coupe,Fruehling,51900.0
BMW,6 Series Gran Coupe,Sommer,54070.3125
BMW,6 Series Gran Coupe,Winter,59238.23684210526
BMW,7 Series,Fruehling,18051.315789473683
BMW,7 Series,Sommer,19250.710227272728
BMW,7 Series,Winter,16861.23287671233
BMW,8 Series,Fruehling,6750.0
BMW,ActiveHybrid 5,Winter,27625.0
BMW,ActiveHybrid 7,Fruehling,35450.0
BMW,ActiveHybrid 7,Sommer,35066.666666666664
BMW,ActiveHybrid 7,Winter,48416.666666666664
BMW,ActiveHybrid X6,Fruehling,23000.0
BMW,ActiveHybrid X6,Winter,28850.0
BMW,M,Fruehling,10200.0
BMW,M,Sommer,10333.333333333334
BMW,M,Winter,10400.0
BMW,M3,Fruehling,32660.29411764706
BMW,M3,Sommer,28900.0
BMW,M3,Winter,30313.31868131868
BMW,M4,Fruehling,68933.33333333333
BMW,M4,Sommer,70550.0
BMW,M4,Winter,64000.0
BMW,M5,Fruehling,44566.75
BMW,M5,Sommer,42666.0
BMW,M5,Winter,43759.31481481482
BMW,M6,Fruehling,67110.0
BMW,M6,Sommer,68188.0
BMW,M6,Winter,51059.21052631579
BMW,M6 Gran Coupe,Fruehling,87000.0
BMW,M6 Gran Coupe,Sommer,87533.33333333333
BMW,M6 Gran Coupe,Winter,94383.33333333333
BMW,X1,Fruehling,28529.62962962963
BMW,X1,Sommer,28164.61038961039
BMW,X1,Winter,29508.064516129034
BMW,X3,Fruehling,15680.873493975903
BMW,X3,Sommer,18086.40350877193
BMW,X3,Winter,17807.70089285714
BMW,X4,Fruehling,52600.0
BMW,X4,Sommer,51375.0
BMW,X5,Fruehling,22131.501547987617
BMW,X5,Sommer,25391.20253164557
BMW,X5,Winter,21318.7893081761
BMW,X5 M,Fruehling,45741.666666666664
BMW,X5 M,Sommer,45500.0
BMW,X5 M,Winter,46557.142857142855
BMW,X6,Fruehling,35883.78378378379
BMW,X6,Sommer,39003.260869565216
BMW,X6,Winter,40133.06451612903
BMW,X6 M,Fruehling,56600.0
BMW,X6 M,Sommer,59942.857142857145
BMW,X6 M,Winter,57512.5
BMW,Z3,Fruehling,4866.666666666667
BMW,Z3,Sommer,4483.333333333333
BMW,Z3,Winter,4790.243902439024
BMW,Z4,Fruehling,17955.28846153846
BMW,Z4,Sommer,21807.843137254902
BMW,Z4,Winter,24924.310344827587
BMW,Z4 M,Sommer,20625.0
BMW,Z4 M,Winter,20083.333333333332
BMW,i8,Sommer,140000.0
BMW,i8,Winter,161333.33333333334
Bentley,Continental Flying Spur,Fruehling,62250.0
Bentley,Continental Flying Spur,Sommer,75750.0
Bentley,Continental Flying Spur,Winter,56022.72727272727
Bentley,Continental Flying Spur Speed,Sommer,106500.0
Bentley,Continental Flying Spur Speed,Winter,105000.0
Bentley,Continental GT,Fruehling,64490.0
Bentley,Continental GT,Sommer,70253.33333333333
Bentley,Continental GT,Winter,62455.0
Bentley,Continental GT Speed,Winter,79750.0
Bentley,Continental GTC,Fruehling,89357.14285714286
Bentley,Continental GTC,Sommer,81114.28571428571
Bentley,Continental GTC,Winter,93343.75
Bentley,Continental GTC Speed,Winter,111000.0
Bentley,Continental Supersports,Winter,101000.0
Buick,Century,Fruehling,1295.5128205128206
Buick,Century,Sommer,1582.6923076923076
Buick,Century,Winter,1573.103448275862
Buick,Enclave,Fruehling,20288.75
Buick,Enclave,Sommer,19470.344827586207
Buick,Enclave,Winter,18020.016339869282
Buick,Encore,Fruehling,18275.0
Buick,Encore,Sommer,18490.1
Buick,Encore,Winter,18974.468085106382
Buick,LaCrosse,Fruehling,12763.516746411484
Buick,LaCrosse,Sommer,13742.780373831776
Buick,LaCrosse,Winter,11591.416024653312
Buick,LeSabre,Fruehling,2051.0752688172042
Buick,LeSabre,Sommer,1811.842105263158
Buick,LeSabre,Winter,2043.8271604938273
Buick,Lucerne,Fruehling,6673.9795918367345
Buick,Lucerne,Sommer,6367.625
Buick,Lucerne,Winter,6539.9671052631575
Buick,Park Avenue,Fruehling,1428.5714285714287
Buick,Park Avenue,Sommer,1670.8333333333333
Buick,Park Avenue,Winter,1702.2435897435898
Buick,Rainier,Fruehling,3335.294117647059
Buick,Rainier,Sommer,3750.0
Buick,Rainier,Winter,3413.1147540983607
Buick,Regal,Fruehling,12372.772277227723
Buick,Regal,Sommer,12081.122448979591
Buick,Regal,Winter,10467.301886792453
Buick,Rendezvous,Fruehling,2059.8039215686276
Buick,Rendezvous,Sommer,2924.358974358974
Buick,Rendezvous,Winter,2991.8478260869565
Buick,Riviera,Fruehling,1050.0
Buick,Riviera,Winter,2125.0
Buick,Roadmaster,Winter,2116.6666666666665
Buick,Terraza,Fruehling,3253.5714285714284
Buick,Terraza,Sommer,3500.0
Buick,Terraza,Winter,3301.5625
Buick,Verano,Fruehling,13347.222222222223
Buick,Verano,Sommer,13589.473684210527
Buick,Verano,Winter,12769.783582089553
Cadillac,ATS,Fruehling,21746.875
Cadillac,ATS,Sommer,21515.423076923078
Cadillac,ATS,Winter,20150.027027027027
Cadillac,CTS,Fruehling,10079.86798679868
Cadillac,CTS,Sommer,12203.97489539749
Cadillac,CTS,Winter,9706.913157894736
Cadillac,CTS Coupe,Fruehling,23025.0
Cadillac,CTS Coupe,Sommer,23626.470588235294
Cadillac,CTS Coupe,Winter,22427.397260273974
Cadillac,CTS Wagon,Fruehling,20583.333333333332
Cadillac,CTS Wagon,Sommer,13750.0
Cadillac,CTS Wagon,Winter,17475.0
Cadillac,CTS-V,Fruehling,30020.0
Cadillac,CTS-V,Sommer,26075.0
Cadillac,CTS-V,Winter,23177.777777777777
Cadillac,CTS-V Coupe,Fruehling,38225.0
Cadillac,CTS-V Coupe,Sommer,39312.5
Cadillac,CTS-V Coupe,Winter,38369.52631578947
Cadillac,CTS-V Wagon,Winter,50500.0
Cadillac,Catera,Fruehling,750.0
Cadillac,Catera,Sommer,1716.6666666666667
Cadillac,Catera,Winter,929.3478260869565
Cadillac,DTS,Fruehling,7446.470588235294
Cadillac,DTS,Sommer,7237.662337662337
Cadillac,DTS,Winter,7234.281437125748
Cadillac,DeVille,Fruehling,1687.81512605042
Cadillac,DeVille,Sommer,1816.826923076923
Cadillac,DeVille,Winter,1805.1869158878505
Cadillac,ELR,Sommer,37925.0
Cadillac,ELR,Winter,44000.0
Cadillac,Eldorado,Fruehling,1175.0
Cadillac,Eldorado,Sommer,1450.0
Cadillac,Eldorado,Winter,2115.243902439024
Cadillac,Escalade,Fruehling,24164.285714285714
Cadillac,Escalade,Sommer,27152.710843373494
Cadillac,Escalade,Winter,19505.681222707422
Cadillac,Escalade ESV,Fruehling,26002.345794392524
Cadillac,Escalade ESV,Sommer,28581.25
Cadillac,Escalade ESV,Winter,22821.470588235294
Cadillac,Escalade EXT,Fruehling,20219.04761904762
Cadillac,Escalade EXT,Sommer,17887.5
Cadillac,Escalade EXT,Winter,16705.913978494624
Cadillac,Escalade Hybrid,Fruehling,27064.285714285714
Cadillac,Escalade Hybrid,Sommer,27225.0
Cadillac,Escalade Hybrid,Winter,25909.615384615383
Cadillac,SRX,Fruehling,19045.530726256984
Cadillac,SRX,Sommer,20708.14534883721
Cadillac,SRX,Winter,19455.310030395136
Cadillac,STS,Fruehling,7094.736842105263
Cadillac,STS,Sommer,6632.758620689655
Cadillac,STS,Winter,6839.226519337017
Cadillac,STS-V,Fruehling,15900.0
Cadillac,STS-V,Winter,13937.5
Cadillac,Seville,Fruehling,1197.1153846153845
Cadillac,Seville,Sommer,1239.0625
Cadillac,Seville,Winter,1422.767857142857
Cadillac,XLR,Fruehling,17610.0
Cadillac,XLR,Sommer,23533.333333333332
Cadillac,XLR,Winter,15919.23076923077
Cadillac,XTS,Fruehling,30677.272727272728
Cadillac,XTS,Sommer,31341.071428571428
Cadillac,XTS,Winter,29233.585714285713
Chevrolet,Astro,Fruehling,2950.0
Chevrolet,Astro,Sommer,2180.0
Chevrolet,Astro,Winter,2010.483870967742
Chevrolet,Astro Cargo,Fruehling,2158.3333333333335
Chevrolet,Astro Cargo,Sommer,1016.6666666666666
Chevrolet,Astro Cargo,Winter,2236.764705882353
Chevrolet,Avalanche,Fruehling,13252.590673575129
Chevrolet,Avalanche,Sommer,14884.036144578313
Chevrolet,Avalanche,Winter,12998.65629420085
Chevrolet,Aveo,Fruehling,3443.8931297709923
Chevrolet,Aveo,Sommer,3605.5045871559632
Chevrolet,Aveo,Winter,3517.4852652259333
Chevrolet,Black Diamond Avalanche,Fruehling,37500.0
Chevrolet,Black Diamond Avalanche,Sommer,35688.88888888889
Chevrolet,Black Diamond Avalanche,Winter,33152.0
Chevrolet,Blazer,Fruehling,1100.0
Chevrolet,Blazer,Sommer,1005.2325581395348
Chevrolet,Blazer,Winter,1104.4117647058824
Chevrolet,C/K 1500 Series,Fruehling,3381.25
Chevrolet,C/K 1500 Series,Sommer,2350.0
Chevrolet,C/K 1500 Series,Winter,1811.764705882353
Chevrolet,C/K 2500 Series,Winter,1850.0
Chevrolet,C/K 3500 Series,Sommer,5400.0
Chevrolet,C/K 3500 Series,Winter,2866.6666666666665
Chevrolet,Camaro,Fruehling,20214.606741573032
Chevrolet,Camaro,Sommer,20423.291666666668
Chevrolet,Camaro,Winter,18663.646153846155
Chevrolet,Caprice,Fruehling,400.0
Chevrolet,Caprice,Sommer,375.0
Chevrolet,Caprice,Winter,1058.3333333333333
Chevrolet,Captiva Sport,Fruehling,13888.315217391304
Chevrolet,Captiva Sport,Sommer,12807.503401360544
Chevrolet,Captiva Sport,Winter,13577.167820069204
Chevrolet,Cavalier,Fruehling,1050.7692307692307
Chevrolet,Cavalier,Sommer,852.9069767441861
Chevrolet,Cavalier,Winter,986.6071428571429
Chevrolet,Classic,Fruehling,1762.5
Chevrolet,Classic,Sommer,960.0
Chevrolet,Classic,Winter,1693.125
Chevrolet,Cobalt,Fruehling,3355.9963099630995
Chevrolet,Cobalt,Sommer,3306.5533980582522
Chevrolet,Cobalt,Winter,3498.2964601769913
Chevrolet,Colorado,Fruehling,8327.604166666666
Chevrolet,Colorado,Sommer,10078.688524590163
Chevrolet,Colorado,Winter,8782.542694497153
Chevrolet,Corsica,Winter,350.0
Chevrolet,Corvette,Fruehling,30220.58823529412
Chevrolet,Corvette,Sommer,26751.40186915888
Chevrolet,Corvette,Winter,26245.409961685822
Chevrolet,Corvette Stingray,Fruehling,56283.333333333336
Chevrolet,Corvette Stingray,Sommer,53526.470588235294
Chevrolet,Corvette Stingray,Winter,55930.26315789474
Chevrolet,Cruze,Fruehling,11516.785171102661
Chevrolet,Cruze,Sommer,10868.75170399221
Chevrolet,Cruze,Winter,11179.951372315036
Chevrolet,Equinox,Fruehling,12869.70093457944
Chevrolet,Equinox,Sommer,12860.619638826185
Chevrolet,Equinox,Winter,11647.475595913735
Chevrolet,Express,Fruehling,17296.283582089553
Chevrolet,Express,Sommer,18962.81395348837
Chevrolet,Express,Winter,16474.03846153846
Chevrolet,Express Cargo,Fruehling,10099.184782608696
Chevrolet,Express Cargo,Sommer,9556.018518518518
Chevrolet,Express Cargo,Winter,8789.914772727272
Chevrolet,HHR,Fruehling,5269.047619047619
Chevrolet,HHR,Sommer,5140.361445783133
Chevrolet,HHR,Winter,4975.175070028011
Chevrolet,Impala,Fruehling,8516.779766001377
Chevrolet,Impala,Sommer,8618.45885841364
Chevrolet,Impala,Winter,7531.057261410789
Chevrolet,Impala Limited,Fruehling,14114.55938697318
Chevrolet,Impala Limited,Sommer,13998.706896551725
Chevrolet,Impala Limited,Winter,13681.046268656717
Chevrolet,Lumina,Fruehling,821.875
Chevrolet,Lumina,Sommer,700.0
Chevrolet,Lumina,Winter,699.2647058823529
Chevrolet,Malibu,Fruehling,9329.657798165137
Chevrolet,Malibu,Sommer,9654.097137014314
Chevrolet,Malibu,Winter,8702.560075241006
Chevrolet,Malibu Classic,Fruehling,2633.3333333333335
Chevrolet,Malibu Classic,Sommer,1900.0
Chevrolet,Malibu Classic,Winter,3219.3548387096776
Chevrolet,Malibu Hybrid,Fruehling,4750.0
Chevrolet,Malibu Hybrid,Sommer,5340.0
Chevrolet,Malibu Hybrid,Winter,5347.058823529412
Chevrolet,Malibu Maxx,Fruehling,2354.3478260869565
Chevrolet,Malibu Maxx,Sommer,2247.222222222222
Chevrolet,Malibu Maxx,Winter,2794.8
Chevrolet,Monte Carlo,Fruehling,2648.7903225806454
Chevrolet,Monte Carlo,Sommer,2453.125
Chevrolet,Monte Carlo,Winter,2551.6187050359713
Chevrolet,Prizm,Fruehling,900.0
Chevrolet,Prizm,Sommer,2183.3333333333335
Chevrolet,Prizm,Winter,1129.5454545454545
Chevrolet,S-10,Fruehling,2791.025641025641
Chevrolet,S-10,Sommer,3091.304347826087
Chevrolet,S-10,Winter,2532.5342465753424
Chevrolet,S-10 Blazer,Fruehling,500.0
Chevrolet,S-10 Blazer,Sommer,400.0
Chevrolet,S-10 Blazer,Winter,900.0
Chevrolet,SS,Fruehling,36100.0
Chevrolet,SS,Sommer,35550.0
Chevrolet,SS,Winter,35130.0
Chevrolet,SSR,Fruehling,18350.0
Chevrolet,SSR,Sommer,21620.0
Chevrolet,SSR,Winter,16953.125
Chevrolet,Silverado 1500,Fruehling,17172.52930056711
Chevrolet,Silverado 1500,Sommer,18130.62634989201
Chevrolet,Silverado 1500,Winter,16116.298200514138
Chevrolet,Silverado 1500 Classic,Fruehling,7631.0344827586205
Chevrolet,Silverado 1500 Classic,Sommer,9394.827586206897
Chevrolet,Silverado 1500 Classic,Winter,8390.495867768595
Chevrolet,Silverado 1500 Hybrid,Sommer,18800.0
Chevrolet,Silverado 1500 Hybrid,Winter,17600.0
Chevrolet,Silverado 1500HD,Fruehling,7475.0
Chevrolet,Silverado 1500HD,Sommer,6840.0
Chevrolet,Silverado 1500HD,Winter,7653.225806451613
Chevrolet,Silverado 2500,Fruehling,4590.0
Chevrolet,Silverado 2500,Sommer,9050.0
Chevrolet,Silverado 2500,Winter,6343.333333333333
Chevrolet,Silverado 2500HD,Fruehling,20606.008583690986
Chevrolet,Silverado 2500HD,Sommer,21823.387096774193
Chevrolet,Silverado 2500HD,Winter,20018.939909297053
Chevrolet,Silverado 2500HD Classic,Fruehling,10900.0
Chevrolet,Silverado 2500HD Classic,Sommer,12227.777777777777
Chevrolet,Silverado 2500HD Classic,Winter,16270.0
Chevrolet,Silverado 3500,Fruehling,17737.5
Chevrolet,Silverado 3500,Sommer,12000.0
Chevrolet,Silverado 3500,Winter,15077.083333333334
Chevrolet,Silverado 3500 Classic,Sommer,15000.0
Chevrolet,Silverado 3500 Classic,Winter,15250.0
Chevrolet,Silverado 3500HD,Fruehling,28558.620689655174
Chevrolet,Silverado 3500HD,Sommer,33005.0
Chevrolet,Silverado 3500HD,Winter,30976.59574468085
Chevrolet,Sonic,Fruehling,9520.807606263983
Chevrolet,Sonic,Sommer,8768.18274111675
Chevrolet,Sonic,Winter,9129.428385416666
Chevrolet,Spark,Fruehling,8448.550724637682
Chevrolet,Spark,Sommer,7623.202898550725
Chevrolet,Spark,Winter,7987.429378531074
Chevrolet,Spark EV,Fruehling,12000.0
Chevrolet,Spark EV,Sommer,11000.0
Chevrolet,Suburban,Fruehling,21834.707616707616
Chevrolet,Suburban,Sommer,21349.91472868217
Chevrolet,Suburban,Winter,18633.90498034076
Chevrolet,Tahoe,Fruehling,18979.39539748954
Chevrolet,Tahoe,Sommer,20177.812356979404
Chevrolet,Tahoe,Winter,17069.899164054335
Chevrolet,Tahoe Hybrid,Fruehling,14383.333333333334
Chevrolet,Tahoe Hybrid,Sommer,13400.0
Chevrolet,Tahoe Hybrid,Winter,13811.764705882353
Chevrolet,Tahoe Limited/Z71,Fruehling,1550.0
Chevrolet,Tahoe Limited/Z71,Winter,1047.2222222222222
Chevrolet,Tracker,Fruehling,1650.0
Chevrolet,Tracker,Sommer,1695.4545454545455
Chevrolet,Tracker,Winter,1865.1515151515152
Chevrolet,TrailBlazer,Fruehling,4314.467005076142
Chevrolet,TrailBlazer,Sommer,4382.112068965517
Chevrolet,TrailBlazer,Winter,4384.903846153846
Chevrolet,TrailBlazer EXT,Fruehling,3300.0
Chevrolet,TrailBlazer EXT,Sommer,3500.0
Chevrolet,TrailBlazer EXT,Winter,3461.8705035971225
Chevrolet,Traverse,Fruehling,17111.458333333332
Chevrolet,Traverse,Sommer,17884.358288770054
Chevrolet,Traverse,Winter,15735.279069767443
Chevrolet,Uplander,Fruehling,3192.7272727272725
Chevrolet,Uplander,Sommer,3509.3023255813955
Chevrolet,Uplander,Winter,2765.692640692641
Chevrolet,Venture,Fruehling,1117.361111111111
Chevrolet,Venture,Sommer,1032.3529411764705
Chevrolet,Venture,Winter,1064.5416666666667
Chevrolet,Volt,Fruehling,13718.181818181818
Chevrolet,Volt,Sommer,13020.93023255814
Chevrolet,Volt,Winter,12777.54820936639
Chevrolet,malibu,Fruehling,6780.0
Chevrolet,malibu,Sommer,8250.0
Chevrolet,malibu,Winter,7014.5161290322585
Chrysler,200,Fruehling,11296.316614420062
Chrysler,200,Sommer,11490.307397959185
Chrysler,200,Winter,10661.581707845688
Chrysler,300,Fruehling,12042.17162872154
Chrysler,300,Sommer,13220.160958904109
Chrysler,300,Winter,11454.178298063935
Chrysler,300M,Fruehling,1137.5
Chrysler,300M,Sommer,1850.0
Chrysler,300M,Winter,1191.0714285714287
Chrysler,Aspen,Fruehling,8517.241379310344
Chrysler,Aspen,Sommer,8695.652173913044
Chrysler,Aspen,Winter,8783.636363636364
Chrysler,Cirrus,Fruehling,710.0
Chrysler,Cirrus,Sommer,275.0
Chrysler,Cirrus,Winter,707.3529411764706
Chrysler,Concorde,Fruehling,946.4285714285714
Chrysler,Concorde,Sommer,1263.888888888889
Chrysler,Concorde,Winter,977.9761904761905
Chrysler,Crossfire,Fruehling,5280.0
Chrysler,Crossfire,Sommer,5745.454545454545
Chrysler,Crossfire,Winter,5025.757575757576
Chrysler,LHS,Fruehling,600.0
Chrysler,LHS,Sommer,660.0
Chrysler,LHS,Winter,909.6153846153846
Chrysler,Le Baron,Winter,1200.0
Chrysler,PT Cruiser,Fruehling,2344.9771689497716
Chrysler,PT Cruiser,Sommer,2134.1463414634145
Chrysler,PT Cruiser,Winter,2272.865099009901
Chrysler,Pacifica,Fruehling,3838.8888888888887
Chrysler,Pacifica,Sommer,3936.0
Chrysler,Pacifica,Winter,3896.2837837837837
Chrysler,Prowler,Sommer,28200.0
Chrysler,Prowler,Winter,24800.0
Chrysler,Sebring,Fruehling,3137.7125506072875
Chrysler,Sebring,Sommer,3422.2039473684213
Chrysler,Sebring,Winter,3073.6562150055993
Chrysler,Town and Country,Fruehling,13874.334358974358
Chrysler,Town and Country,Sommer,15598.490236382322
Chrysler,Town and Country,Winter,13329.3734375
Chrysler,Voyager,Fruehling,1100.0
Chrysler,Voyager,Sommer,960.0
Chrysler,Voyager,Winter,1444.4444444444443
Daewoo,Leganza,Winter,300.0
Daewoo,Nubira,Winter,450.0
Dodge,Avenger,Fruehling,9147.687409551374
Dodge,Avenger,Sommer,8972.137978142076
Dodge,Avenger,Winter,9030.442485306465
Dodge,Caliber,Fruehling,4748.744769874477
Dodge,Caliber,Sommer,4853.821656050955
Dodge,Caliber,Winter,4970.254237288135
Dodge,Caravan,Fruehling,2074.390243902439
Dodge,Caravan,Sommer,1565.1785714285713
Dodge,Caravan,Winter,1849.8148148148148
Dodge,Challenger,Fruehling,21076.222222222223
Dodge,Challenger,Sommer,22114.761904761905
Dodge,Challenger,Winter,20228.022658610273
Dodge,Charger,Fruehling,13127.672530446549
Dodge,Charger,Sommer,14040.622068965517
Dodge,Charger,Winter,11979.482025512176
Dodge,Dakota,Fruehling,5495.3448275862065
Dodge,Dakota,Sommer,6441.803278688524
Dodge,Dakota,Winter,5344.986263736264
Dodge,Dart,Fruehling,11701.918032786885
Dodge,Dart,Sommer,11500.859574468084
Dodge,Dart,Winter,11683.23754789272
Dodge,Durango,Fruehling,12132.851132686084
Dodge,Durango,Sommer,17296.414342629483
Dodge,Durango,Winter,13166.438879456706
Dodge,Grand Caravan,Fruehling,11148.689201053556
Dodge,Grand Caravan,Sommer,11540.26001780944
Dodge,Grand Caravan,Winter,10903.144411887819
Dodge,Intrepid,Fruehling,597.2222222222222
Dodge,Intrepid,Sommer,547.5
Dodge,Intrepid,Winter,632.7922077922078
Dodge,Journey,Fruehling,12011.731207289295
Dodge,Journey,Sommer,12910.464143426294
Dodge,Journey,Winter,12063.125913434515
Dodge,Magnum,Fruehling,4886.065573770492
Dodge,Magnum,Sommer,3890.0
Dodge,Magnum,Winter,4162.795275590551
Dodge,Neon,Fruehling,1657.608695652174
Dodge,Neon,Sommer,1693.75
Dodge,Neon,Winter,1448.1818181818182
Dodge,Nitro,Fruehling,8543.069306930693
Dodge,Nitro,Sommer,8817.073170731708
Dodge,Nitro,Winter,8904.987834549878
Dodge,Ram Cargo,Winter,1166.6666666666667
Dodge,Ram Pickup 1500,Fruehling,9639.798850574713
Dodge,Ram Pickup 1500,Sommer,10278.062913907284
Dodge,Ram Pickup 1500,Winter,9467.127825409198
Dodge,Ram Pickup 2500,Fruehling,15430.952380952382
Dodge,Ram Pickup 2500,Sommer,17031.756756756757
Dodge,Ram Pickup 2500,Winter,15136.710963455149
Dodge,Ram Pickup 3500,Fruehling,20654.255319148935
Dodge,Ram Pickup 3500,Sommer,21387.878787878788
Dodge,Ram Pickup 3500,Winter,17481.81818181818
Dodge,Ram Van,Winter,1200.0
Dodge,Spirit,Winter,300.0
Dodge,Sprinter,Fruehling,8400.0
Dodge,Sprinter,Winter,7000.0
Dodge,Sprinter Cargo,Fruehling,8793.181818181818
Dodge,Sprinter Cargo,Sommer,8608.333333333334
Dodge,Sprinter Cargo,Winter,8164.0
Dodge,Stratus,Fruehling,1318.867924528302
Dodge,Stratus,Sommer,1224.21875
Dodge,Stratus,Winter,1412.2448979591836
